Page;[Wordstat];[!Wordstat];Traffic10;Traffic15;QueryCount
http://citysee.ru/russia/szfo/kaliningradskaya-oblast/gorodskoy-okrug-kaliningrad-dostoprimechatelnosti.html;84324;11040;15,5242;217,05050000000003;100
http://citysee.ru/europe/zapadnaya/germaniya/gamburg-germaniya-dostoprimechatelnosti.html;124100;12080;15,0951;20,773999999999997;78
http://citysee.ru/russia/tsfo/tverskaya-oblast/vyshnij-volochyok-dostoprimechatelnosti.html;448792;965;14,632;36,55279999999999;43
http://citysee.ru/russia/tsfo/kaluzhskaya-oblast/kozelsk-dostoprimechatelnosti-i-turisticheskie-marshruty.html;125334;1308;14,4733;24,241000000000003;29
http://citysee.ru/russia/tsfo/tverskaya-oblast/torzhok-tverskaya-oblast-dostoprimechatelnosti.html;662548;826;14,469899999999997;28,349100000000004;55
http://citysee.ru/europe/yuzhnaya/portugaliya/braga-portugaliya-dostoprimechatelnosti.html;4229;618;14,348900000000004;27,910799999999995;30
http://citysee.ru/europe/zapadnaya/francziya/lill-francziya-dostoprimechatelnosti.html;11284;994;14,028800000000002;34,35770000000001;26
http://citysee.ru/russia/szfo/kaliningradskaya-oblast/yantarnyj-kaliningradskaya-oblast-dostoprimechatelnosti.html;439477;1169;13,691299999999996;30,293599999999998;58
http://citysee.ru/russia/yufo/respublika-kryim/bahchisaraj-dostoprimechatelnosti-interesnye-mesta.html;2781;458;11,616899999999998;17,6466;14
http://citysee.ru/europe/zapadnaya/germaniya/drezden-germaniya-dostoprimechatelnosti.html;61318;5386;11,5247;138,29510000000002;80
http://citysee.ru/russia/yufo/rostovskaya-oblast/volgodonsk-dostoprimechatelnosti-goroda.html;134375;2295;11,236500000000001;46,93120000000001;54
http://citysee.ru/russia/szfo/vologodskaya-oblast/cherepovecz-dostoprimechatelnosti-goroda.html;24807;681;10,828099999999997;19,40940000000001;75
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/suzdal-dostoprimechatelnosti-goroda.html;33618;5959;10,7096;26,403100000000006;46
http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/ryibinsk-dostoprimechatelnosti-goroda.html;19214;744;10,6781;15,7805;29
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/aleksandrov-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;27758;392;10,175600000000001;15,423599999999999;21
http://citysee.ru/europe/zapadnaya/francziya/rejms-francziya-dostoprimechatelnosti.html;73252;2980;10,009099999999998;15,3132;94
http://citysee.ru/russia/szfo/vologodskaya-oblast/velikij-ustyug-dostoprimechatelnosti-goroda.html;827782;2202;9,892399999999999;44,0756;80
http://citysee.ru/respubliki/respublika-abhaziya/novyj-afon-abhaziya-dostoprimechatelnosti.html;141849;4161;9,858;13,234900000000003;79
http://citysee.ru/europe/vostochnaya/vengriya/sekeshfehervar-vengriya-dostoprimechatelnosti.html;1441;285;9,829300000000002;15,858699999999999;27
http://citysee.ru/russia/tsfo/ivanovskaya-oblast/kineshma-ivanovskaya-oblast-dostoprimechatelnosti.html;519012;936;9,753199999999998;27,473800000000004;45
http://citysee.ru/europe/yuzhnaya/italiya/livorno-italiya-dostoprimechatelnosti.html;2093;613;9,715700000000002;18,147800000000004;27
http://citysee.ru/russia/yufo/krasnodarskiy-kray/gorod-eysk-dostoprimechatelnosti-i-razvlecheniya.html;66457;1196;9,538899999999998;42,4324;49
http://citysee.ru/russia/tsfo/bryanskaya-oblast/bryansk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;11865;718;9,140799999999997;16,7923;54
http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zheleznogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html;368514;3104;8,7332;9,149;18
http://citysee.ru/europe/vostochnaya/belarusian/bobrujsk-dostoprimechatelnosti-chto-posmotret.html;24145;657;8,665500000000002;18,549600000000005;33
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/kovrov-dostoprimechatelnosti-goroda.html;166377;5542;8,448799999999999;56,27309999999999;45
http://citysee.ru/europe/yuzhnaya/ispaniya/zhirona-ispaniya-dostoprimechatelnosti.html;93833;4202;8,4048;21,7543;59
http://citysee.ru/russia/tsfo/belgorodskaya-oblast/staryiy-oskol-dostoprimechatelnosti-goroda.html;93688;1486;8,389499999999998;21,224800000000002;79
http://citysee.ru/russia/tsfo/kostromskaya-oblast/kostroma-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;29492;4804;8,2727;11,4625;63
http://citysee.ru/russia/yufo/krasnodarskiy-kray/slavyansk-na-kubani-dostoprimechatelnosti.html;400135;504;8,024999999999999;12,518500000000001;32
http://citysee.ru/russia/szfo/kaliningradskaya-oblast/sovetsk-kaliningradskaya-oblast-dostoprimechatelnosti.html;801853;1599;7,9512;38,64970000000002;77
http://citysee.ru/russia/tsfo/moskovskaya-oblast/dmitrov-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;16724;498;7,722300000000001;14,906599999999997;36
http://citysee.ru/russia/tsfo/moskovskaya-oblast/dubna-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;8504;201;7,6480999999999995;14,879200000000003;25
http://citysee.ru/russia/sfo/krasnoyarskiy-kray/minusinsk-dostoprimechatelnosti-goroda.html;506608;6169;7,614999999999999;13,199099999999998;38
http://citysee.ru/russia/gorod-federalnogo-znacheniya/parki-razvlecheniy-v-sankt-peterburge.html;33454;1921;7,3500000000000005;45,13450000000001;139
http://citysee.ru/russia/tsfo/kurskaya-oblast/kursk-dostoprimechatelnosti-goroda.html;143252;3233;7,319699999999999;13,2148;57
http://citysee.ru/russia/szfo/novgorodskaya-oblast/valday-dostoprimechatelnosti-chto-posmotret-za-1-den.html;13286;339;7,0752999999999995;6,451399999999999;31
http://citysee.ru/russia/szfo/leningradskaya-oblast/sosnovyj-bor-leningradskaya-oblast-dostoprimechatelnosti.html;1614940;2275;7,043700000000001;32,053200000000004;74
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/vladimir-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;26629;1960;6,7606;15,717;52
http://citysee.ru/europe/yuzhnaya/portugaliya/kashkaysh-portugaliya-dostoprimechatelnosti.html;7056;1075;6,7578;23,436899999999998;22
http://citysee.ru/russia/yufo/krasnodarskiy-kray/goryachiy-klyuch-krasnodarskiy-kray-dostoprimechatelnosti.html;92965;634;6,662700000000002;13,400999999999994;63
http://citysee.ru/russia/yufo/volgogradskaya-oblast/volzhskij-dostoprimechatelnosti-goroda.html;5542345;11073;6,6273;35,47360000000001;74
http://citysee.ru/russia/tsfo/moskovskaya-oblast/voskresensk-moskovskaya-oblast-dostoprimechatelnosti.html;32784;569;6,495999999999999;13,8491;42
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/gorohovets-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;2271;182;6,4184;12,573200000000002;19
http://citysee.ru/europe/vostochnaya/belarusian/grodno-dostoprimechatelnosti-goroda.html;54755;3179;6,3927000000000005;61,8193;90
http://citysee.ru/russia/tsfo/smolenskaya-oblast/vyazma-dostoprimechatelnosti.html;435535;471;6,333600000000001;14,311099999999996;36
http://citysee.ru/europe/yuzhnaya/italiya/turin-italiya-dostoprimechatelnosti.html;559872;29029;6,107200000000001;160,73730000000006;60
http://citysee.ru/russia/tsfo/ivanovskaya-oblast/ivanovo-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;1031667;600;5,933699999999999;11,293099999999997;52
http://citysee.ru/russia/szfo/pskovskaya-oblast/pechory-pskovskaya-oblast-dostoprimechatelnosti.html;19646;422;5,7600999999999996;14,489400000000002;22
http://citysee.ru/russia/yufo/respublika-kryim/feodosiya-dostoprimechatelnosti-interesnye-mesta.html;693362;484;5,756800000000001;8,4941;48
http://citysee.ru/russia/tsfo/moskovskaya-oblast/klin-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;1362;321;5,646;11,993599999999999;16
http://citysee.ru/europe/yuzhnaya/italiya/palermo-italiya-dostoprimechatelnosti.html;6014;1076;5,3231;23,1883;34
http://citysee.ru/russia/yufo/respublika-kryim/gurzuf-dostoprimechatelnosti-interesnye-mesta.html;117478;416;5,2985;12,310799999999999;41
http://citysee.ru/russia/szfo/kaliningradskaya-oblast/zelenogradsk-kaliningradskaya-oblast-dostoprimechatelnosti.html;62263;1546;5,2704;10,9202;38
http://citysee.ru/europe/yuzhnaya/italiya/milan-chto-posmotret-i-gde-stoit-pobyvat-obyazatelno.html;36041;6509;5,2061;13,8649;67
http://citysee.ru/russia/pfo/respublika-tatarstan/elabuga-dostoprimechatelnosti-goroda.html;25147;1001;5,202100000000001;27,077800000000007;46
http://citysee.ru/europe/yuzhnaya/italiya/neapol-dostoprimechatelnosti-chto-posmotret-za-1-den.html;14174;2384;5,1381;35,10729999999999;70
http://citysee.ru/russia/yufo/rostovskaya-oblast/shahtyi-dostoprimechatelnosti-goroda.html;1639087;1203;5,0012;17,866799999999998;47
http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/rostov-velikiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;13918;699;4,951299999999999;10,873899999999999;44
http://citysee.ru/europe/zapadnaya/germaniya/dortmund-germaniya-dostoprimechatelnosti.html;8092;1207;4,9182;30,252299999999998;24
http://citysee.ru/europe/yuzhnaya/italiya/muzei-vatikana-chto-posmotret-obyazatelno.html;33641;1652;4,671099999999999;28,781399999999998;36
http://citysee.ru/europe/zapadnaya/francziya/versal-francziya-dostoprimechatelnosti.html;22866;1429;4,6026;22,460099999999997;58
http://citysee.ru/russia/pfo/kirovskaya-oblast/kirov-dostoprimechatelnosti-goroda.html;169629;1834;4,5578;27,167800000000007;107
http://citysee.ru/russia/pfo/samarskaya-oblast/tolyatti-dostoprimechatelnosti-goroda.html;27314;1290;4,557;21,813200000000002;90
http://citysee.ru/russia/gorod-federalnogo-znacheniya/istoricheskie-muzei-sankt-peterburga.html;1211427;10214;4,448;9,9145;143
http://citysee.ru/russia/tsfo/lipetskaya-oblast/lipetsk-dostoprimechatelnosti-interesnyie-mesta.html;11135;598;4,3322;8,522900000000002;31
http://citysee.ru/russia/szfo/vologodskaya-oblast/sokol-vologodskaya-oblast-dostoprimechatelnosti.html;107514;619;4,266;13,371299999999998;22
http://citysee.ru/russia/tsfo/voronezhskaya-oblast/voronezh-dostoprimechatelnosti-chto-posmotret-za-1-den.html;28673;3706;4,2067;7,1537999999999995;47
http://citysee.ru/russia/yufo/respublika-kryim/alupka-dostoprimechatelnosti-interesnye-mesta.html;54702;185;4,086300000000001;8,175;18
http://citysee.ru/russia/tsfo/bryanskaya-oblast/klintsy-dostoprimechatelnosti-goroda.html;1199352;5595;4,0806000000000004;8,699999999999998;35
http://citysee.ru/russia/tsfo/moskovskaya-oblast/domodedovo-dostoprimechatelnosti-goroda.html;5650;170;3,6124;8,966199999999999;20
http://citysee.ru/russia/tsfo/kaluzhskaya-oblast/obninsk-dostoprimechatelnosti-goroda.html;4128;309;3,5328;7,5553;27
http://citysee.ru/russia/tsfo/smolenskaya-oblast/gagarin-dostoprimechatelnosti-goroda.html;103248;272;3,5054000000000003;7,465;26
http://citysee.ru/russia/gorod-federalnogo-znacheniya/chto-posmotret-v-moskve-s-detmi.html;6162949;15264;3,3923;12,90489999999999;541
http://citysee.ru/europe/zapadnaya/germaniya/lejptsig-germaniya-dostoprimechatelnosti.html;1476110;11592;3,3848;7,1533;62
http://citysee.ru/russia/sfo/krasnoyarskiy-kray/norilsk-dostoprimechatelnosti-goroda.html;50065;1841;3,3832999999999993;10,1321;95
http://citysee.ru/russia/yufo/respublika-kryim/alushta-dostoprimechatelnosti-interesnye-mesta.html;5329;682;3,3768;7,8006;23
http://citysee.ru/russia/tsfo/moskovskaya-oblast/mozhaysk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;3393;140;3,2526;6,7103;14
http://citysee.ru/russia/tsfo/kurskaya-oblast/zheleznogorsk-kurskaya-oblast-dostoprimechatelnosti.html;806645;639;3,1999;6,8288;51
http://citysee.ru/russia/tsfo/moskovskaya-oblast/serpuhov-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;5380;318;3,1321999999999997;7,947399999999999;34
http://citysee.ru/europe/zapadnaya/germaniya/shtutgart-germaniya-dostoprimechatelnosti.html;62880;7866;3,1047000000000002;55,755100000000006;26
http://citysee.ru/russia/yufo/krasnodarskiy-kray/krasnodar-dostoprimechatelnosti-goroda.html;38486;1494;3,0252000000000003;8,5048;72
http://citysee.ru/russia/szfo/pskovskaya-oblast/pskov-dostoprimechatelnosti-chto-posmotret-za-2-dnya.html;19088;798;2,9703000000000004;11,121599999999997;49
http://citysee.ru/europe/zapadnaya/francziya/muzei-parizha-obyazatelnye-k-poseshheniyu.html;20468;484;2,9078000000000004;7,397900000000001;25
http://citysee.ru/europe/zapadnaya/francziya/eks-an-provans-dostoprimechatelnosti.html;651;98;2,8625999999999996;3,1737;8
http://citysee.ru/europe/yuzhnaya/ispaniya/kosta-brava-ispaniya-dostoprimechatelnosti.html;45796;2616;2,8322000000000003;6,391100000000001;37
http://citysee.ru/russia/tsfo/moskovskaya-oblast/kolomna-dostoprimechatelnosti-goroda.html;1555929;663;2,7316000000000003;6,398000000000001;36
http://citysee.ru/europe/vostochnaya/vengriya/budapesht-chto-posmotret-za-3-dnya.html;12548;725;2,5615;14,181899999999999;27
http://citysee.ru/russia/szfo/kaliningradskaya-oblast/svetlogorsk-kaliningradskaya-oblast-dostoprimechatelnosti.html;32994;482;2,4941;5,755000000000001;31
http://citysee.ru/russia/yufo/rostovskaya-oblast/novocherkassk-dostoprimechatelnosti-goroda.html;3216;145;2,4564999999999992;4,5436000000000005;23
http://citysee.ru/europe/zapadnaya/germaniya/dyusseldorf-germaniya-dostoprimechatelnosti.html;113979;10122;2,4392000000000005;16,205499999999997;63
http://citysee.ru/russia/tsfo/moskovskaya-oblast/pushkino-moskovskaya-oblast-dostoprimechatelnosti.html;9265;238;2,3664;3,081899999999999;33
http://citysee.ru/europe/yuzhnaya/italiya/chto-posmotret-vo-florenczii-za-1-den.html;9055;833;2,266;9,0026;52
http://citysee.ru/europe/yuzhnaya/italiya/venecziya-dostoprimechatelnosti-za-odin-den.html;31490;1313;2,179;5,596700000000003;84
http://citysee.ru/europe/zapadnaya/germaniya/gannover-germaniya-dostoprimechatelnosti.html;66687;2546;2,1666;34,397;51
http://citysee.ru/russia/tsfo/smolenskaya-oblast/smolensk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;19744;1806;2,052;28,942399999999996;35
http://citysee.ru/russia/tsfo/vladimirskaya-oblast/bogolyubovo-vladimirskaya-oblast-dostoprimechatelnosti.html;8331;301;2,0169999999999995;5,026699999999999;26
http://citysee.ru/europe/yuzhnaya/italiya/paduya-italiya-dostoprimechatelnosti.html;24955;2134;1,9952;5,6572000000000005;33
http://citysee.ru/russia/szfo/novgorodskaya-oblast/velikiy-novgorod-dostoprimechatelnosti-chto-posmotret-za-1-den.html;46240;869;1,7183000000000002;4,2153;50
http://citysee.ru/europe/yuzhnaya/portugaliya/lissabon-portugaliya-dostoprimechatelnosti.html;27375;3889;1,7160000000000002;17,755;36
http://citysee.ru/russia/yufo/rostovskaya-oblast/dostoprimechatelnosti-goroda-azova.html;30854;818;1,5233;2,8182999999999994;23
http://citysee.ru/russia/tsfo/moskovskaya-oblast/sergiev-posad-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;12351;713;1,3423;5,5943000000000005;33
http://citysee.ru/europe/yuzhnaya/italiya/triest-italiya-dostoprimechatelnosti.html;25173;1823;1,1379000000000001;56,923199999999994;27
http://citysee.ru/europe/zapadnaya/francziya/monpele-francziya-dostoprimechatelnosti.html;2640;618;1,0730000000000002;20,2237;13
http://citysee.ru/russia/yufo/respublika-kryim/mishor-krym-dostoprimechatelnosti.html;85072;2617;1,03;4,133000000000001;26
http://citysee.ru/europe/yuzhnaya/ispaniya/barselona-gorod-v-ispanii-dostoprimechatelnosti.html;76439;4094;0,9636;6,6476999999999995;36
http://citysee.ru/russia/gorod-federalnogo-znacheniya/hramyi-tserkvi-i-soboryi-sankt-peterburga.html;263580;1886;0,8503999999999999;14,687599999999998;70
http://citysee.ru/europe/yuzhnaya/italiya/bolonya-italiya-dostoprimechatelnosti.html;222862;2767;0,7226999999999999;34,9584;66
http://citysee.ru/russia/yufo/respublika-kryim/sevastopol-dostoprimechatelnosti-interesnyie-mesta.html;26171;1753;0,6468;3,0031;43
http://citysee.ru/europe/zapadnaya/francziya/niczcza-francziya-dostoprimechatelnosti.html;166529;8615;0,6468;196,37210000000002;44
http://citysee.ru/russia/tsfo/moskovskaya-oblast/orehovo-zuevo-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;21890;445;0,6379;1,7563;26
http://citysee.ru/europe/zapadnaya/germaniya/keln-germaniya-dostoprimechatelnosti.html;18186;1710;0,5735;10,954;63
http://citysee.ru/russia/tsfo/moskovskaya-oblast/kashira-dostoprimechatelnosti-chto-posmotret-za-odin-den.html;54472;141;0,35240000000000005;1,6961000000000002;22
http://citysee.ru/russia/yufo/respublika-kryim/evpatoriya-dostoprimechatelnosti-interesnye-mesta.html;33529;1260;0,26930000000000004;13,129399999999995;36
http://citysee.ru/europe/vostochnaya/belarusian/mogilev-dostoprimechatelnosti-goroda.html;10508;1013;0,26539999999999997;6,318499999999999;53
http://citysee.ru/europe/zapadnaya/francziya/parizh-dostoprimechatelnosti-foto-i-opisanie.html;32000;1906;0,259;2,4366000000000003;16
http://citysee.ru/russia/tsfo/ivanovskaya-oblast/plyos-ivanovskaya-oblast-dostoprimechatelnosti.html;21922;1389;0,2376;29,2805;27
http://citysee.ru/russia/pfo/samarskaya-oblast/samara-dostoprimechatelnosti-kuda-shodit.html;238034;7704;0,21389999999999998;94,0457;164
http://citysee.ru/russia/yufo/respublika-kryim/simferopol-dostoprimechatelnosti-interesnye-mesta.html;4460975;287;0,1729;1,3784999999999998;32
http://citysee.ru/europe/zapadnaya/francziya/gavr-francziya-dostoprimechatelnosti.html;3211;367;0,16650000000000004;0,5145000000000001;10
http://citysee.ru/ot-redaktsii;112172;11;0,1452;0,3113;1
http://citysee.ru/europe/yuzhnaya/ispaniya/saragosa-ispaniya-dostoprimechatelnosti.html;31494;1817;0,1422;4,1561;22
http://citysee.ru/europe/zapadnaya/germaniya/bremen-germaniya-dostoprimechatelnosti.html;63280;1924;0,1109;11,3219;47
http://citysee.ru/;944;6;0,09380000000000001;0,2132;3
http://citysee.ru/russia/yufo/volgogradskaya-oblast/volgograd-dostoprimechatelnosti-kuda-shodit.html;22158;1107;0,066;4,797;43
http://citysee.ru/russia/gorod-federalnogo-znacheniya/parki-moskvy-gde-pogulyat-v-vyhodnye.html;75408;1302;0,05550000000000001;3,4863;70
http://citysee.ru/europe/vostochnaya/belarusian/minsk-dostoprimechatelnosti-goroda.html;344;65;0,0393;1,169;9
http://citysee.ru/russia/yufo/respublika-kryim/kryim-dostoprimechatelnosti-interesnyie-mesta.html;17338;822;0,0;0,0;9
http://citysee.ru/page/27;83984;1009;0,0;0,0;9
http://citysee.ru/tag/gorod-voinskoy-slavyi;43418;43;0,0;0,0;2
http://citysee.ru/europe/yuzhnaya/italiya/rim-chto-posmotret-i-gde-stoit-obyazatelno-pobyvat.html;6073;398;0,0;0,0375;19
http://citysee.ru/europe/yuzhnaya/italiya/rim-dostoprimechatelnosti-goroda.html;565;2;0,0;0,0;1
http://citysee.ru/europe/yuzhnaya/portugaliya/portu-portugaliya-dostoprimechatelnosti.html;13916;1020;0,0;1,9801999999999997;25
http://citysee.ru/respubliki/respublika-abhaziya/abhaziya-piczunda-pansionaty.html;4944;71;0,0;0,0;4
http://citysee.ru/russia/yufo/krasnodarskiy-kray/sochi-dostoprimechatelnosti-i-razvlecheniya.html;21748;3259;0,0;7,6992;69
http://citysee.ru/russia/gorod-federalnogo-znacheniya/moskva-dostoprimechatelnosti-kotoryie-neobhodimo-posmotret.html;7698548;31389;0,0;0,0;238
http://citysee.ru/russia/gorod-federalnogo-znacheniya/muzei-moskvyi-v-kotoryih-nuzhno-obyazatelno-pobyivat.html;241251;6612;0,0;21,1661;104
http://citysee.ru/russia/yufo/respublika-kryim/yalta-chto-posmotret-i-kuda-shodit.html;4779;299;0,0;2,268;24
http://citysee.ru/russia/szfo/leningradskaya-oblast/vyborg-dostoprimechatelnosti-chto-posmotret-za-1-den.html;5969;1103;0,0;0,3146;45
http://citysee.ru/russia/ufo/sverdlovskaya-oblast/ekaterinburg-dostoprimechatelnosti-kuda-shodit.html;148243;1885;0,0;15,297399999999998;105
http://citysee.ru/tag/naselenie-svyishe-1-mln-chel;6223;4;0,0;0,0;1
